"Allied_Nations","Diplomatic_Meetings_Set","Percent_Of_Forces_Mobilized","Hostile_Nations","Active_Threats","Inactive_Threats","Citizen_Fear_Index","Closest_Threat_Distance(km)","Aircraft_Carriers_Responding","Troops_Mobilized(thousands)","DEFCON_Level","ID"
7,1,0.23,2,13,49,0.428046989720995,355.1,1,853600,1,5965
8,0,0.59,2,25,149,0.156387665198229,348.74,0,928400,2,5962
8,0,0.45,2,6,10,0.398678414096916,373.12,1,924000,3,4579
7,0,0.28,3,32,106,0.468428781204104,360.4,1,968000,2,6156
7,1,0.04,2,8,19,0.530837004405281,356.16,1,862400,2,1882
8,1,0.48,3,6,15,0.523494860499261,341.32,1,994400,3,8784
8,0,0.68,2,27,83,0.356093979441994,326.48,1,959200,4,4502
8,1,0.01,2,31,45,0.353891336270182,361.46,1,862400,2,11120
10,0,0.4,2,41,74,0.325991189427308,326.48,1,1038400,3,8609
8,1,0.21,2,21,68,0.464757709251094,333.9,1,871200,2,3362
8,1,0.13,2,24,57,0.398678414096916,357.22,0,959200,3,10564
9,0,0.4,2,10,24,0.373715124816445,351.92,1,1020800,3,5169
7,1,0.01,2,9,23,0.508810572687221,366.76,1,792000,2,12170
9,0,0.3,2,32,70,0.475036710719525,334.96,1,827200,2,1731
8,1,0.02,3,6,10,0.611600587371507,350.86,1,836000,2,7988
8,0,0.36,2,6,12,0.381057268722465,346.62,1,1029600,4,1864
7,1,0.08,2,28,60,0.420704845814975,341.32,1,880000,3,11229
7,1,0,2,34,64,0.406020558002936,374.18,1,950400,2,492
6,0,0.16,1,8,14,0.156387665198229,356.16,0,1152800,3,2473
8,0,0.42,2,9,21,0.313509544787073,358.28,1,985600,3,1836
6,1,0.28,2,26,87,0.0829662261380224,352.98,1,1232000,5,4796
11,0,0.43,2,6,27,0.618942731277535,327.54,1,827200,3,10906
8,0,0.29,4,10,88,0.571953010279005,339.2,0,809600,2,907
12,0,0.48,2,5,10,0.633627019089575,325.42,1,959200,3,4392
7,1,0.13,2,29,60,0.406020558002936,330.72,0,871200,2,6791
7,1,0.3,2,23,81,0.475770925110132,351.92,0,836000,2,1187
6,0,0.25,2,23,48,0.335535976505132,359.34,1,932800,4,3129
8,1,0.02,2,13,24,0.428046989720995,341.32,1,880000,2,4508
8,1,0.23,2,17,94,0.498531571218798,332.84,1,841866.666666667,2,7185
5,0,0.27,2,3,44,0.244493392070475,358.28,1,1091200,2,11903
9,1,0.68,6,5,17,0.919970631424372,368.88,1,880000,3,7489
8,1,0,2,33,46,0.398678414096916,372.06,1,959200,2,8991
7,1,0,2,40,64,0.574889867841408,361.46,1,880000,2,525
7,1,0.02,2,17,42,0.398678414096916,362.52,1,968000,2,8202
8,0,0.1,2,19,53,0.494126284875182,334.96,1,836000,2,3669
10,1,0.39,2,21,68,0.670337738619674,349.8,1,800800,1,10420
5,1,0,2,16,59,0.149045521292209,369.94,1,1100000,3,3424
9,1,0.18,3,9,115,0.626284875183555,358.28,1,827200,2,2160
8,1,0.05,2,17,63,0.571218795888398,354.04,1,862400,2,1433
8,1,0.22,3,10,38,0.429515418502201,348.74,1,1012000,4,6719
7,1,0.03,2,16,86,0.541116005873712,371,1,809600,3,3132
10,0,0.42,2,22,51,0.640969162995595,368.88,1,853600,3,10319
8,1,0.1,3,18,49,0.685022026431714,371,1,1064800,3,1927
6,0,0.4,2,8,18,0.210719530102779,356.16,1,1082400,4,11764
8,1,0,2,6,14,0.464757709251094,356.16,1,880000,3,10771
8,1,0.27,2,11,41,0.541850220264311,354.04,1,827200,2,1495
8,1,0.22,2,11,63,0.526431718061672,348.74,1,853600,2,5014
9,0,0.45,3,10,23,0.464757709251094,354.04,1,994400,4,9213
10,0,0.54,2,42,102,0.605726872246701,332.84,1,844800,2,3408
8,1,0.21,2,4,7,0.331130690161515,343.44,0,880000,2,3493
7,1,0,2,3,8,0.441262848751829,354.04,1,959200,1,2290
7,1,0,2,18,29,0.472099853157122,367.82,1,994400,3,4641
8,1,0.09,4,11,108,0.552863436123348,347.68,1,897600,2,12278
7,0,0.2,2,24,54,0.420704845814975,361.46,1,888800,3,156
13,0,0.52,4,7,20,0.96035242290749,349.8,1,950400,3,3001
9,1,0.18,3,25,119,0.582232011747428,340.26,1,853600,2,7004
9,0,0.34,2,45,102,0.567547723935388,367.82,1,976800,2,7733
7,1,0,2,6,14,0.172540381791482,358.28,0,1152800,3,4515
10,0,0.39,3,28,49,0.596916299559467,345.56,1,968000,2,7215
8,0,0.42,2,9,20,0.395741556534505,343.44,1,941600,4,8579
9,1,0,2,19,37,0.391336270190888,337.08,1,968000,2,10610
8,1,0,3,48,71,0.485315712187948,339.2,0,844800,2,6743
7,1,0.02,2,37,111,0.361233480176202,334.96,1,862400,2,10730
6,1,0.04,2,6,18,0.399412628487515,356.16,0,827200,2,8188
8,0,0.29,2,19,49,0.450073421439055,345.56,1,853600,3,6334
9,1,0.29,2,9,28,0.516152716593241,330.72,1,827200,1,9762
7,0,0.21,2,41,88,0.479441997063142,339.2,0,862400,2,2115
9,0,0.57,2,16,25,0.373715124816445,339.2,1,994400,3,6131
8,1,0.08,2,19,49,0.385462555066082,340.26,0,924000,2,1074
9,0,0.49,3,17,125,0.633627019089575,337.08,1,800800,2,5776
8,0,0.33,2,16,25,0.302496328928043,346.62,1,985600,2,4924
5,1,0,1,14,39,0.320851688693093,378.42,1,1100000,3,10029
10,0,0.5,14,6,11,0.941262848751841,339.2,1,968000,3,12371
7,1,0.06,1,15,31,0.544052863436115,373.12,1,862400,2,8676
7,1,0.26,5,51,145,0.450807635829661,311.64,0,836000,2,6201
8,0,0.29,2,19,77,0.494126284875182,338.14,1,809600,2,11382
10,1,0.42,2,12,31,0.419236417033762,305.28,1,809600,2,8544
8,1,0.2,8,27,119,0.677679882525694,358.28,0,827200,2,4812
9,0,0.39,2,6,10,0.400146842878121,342.38,1,1038400,4,12375
10,1,0.26,2,9,28,0.515418502202634,352.98,1,827200,3,6235
7,0,0.43,3,18,80,0.468428781204104,347.68,1,1003200,2,7598
9,1,0.09,2,20,42,0.450073421439055,336.02,0,800800,2,7597
7,1,0.03,2,21,87,0.540381791483105,373.12,1,853600,3,9299
8,1,0.15,4,52,71,0.398678414096916,345.56,1,836000,2,10157
6,0,0.4,2,18,30,0.276798825256965,366.76,1,968000,3,10997
10,1,0.31,2,30,145,0.569016152716594,340.26,1,1038400,4,7120
13,0,0.52,3,5,21,0.670337738619674,337.08,1,1073600,3,2666
10,0,0.36,2,31,47,0.491189427312779,331.78,1,950400,4,2484
8,1,0,1,6,12,0.389867841409682,358.28,0,836000,2,7514
9,1,0.22,2,9,49,0.608663729809104,355.1,1,888800,3,9883
7,1,0.06,2,5,16,0.303230543318642,336.02,0,880000,2,6163
7,1,0.19,5,15,78,0.501468428781202,352.98,0,827200,2,8874
7,1,0.04,2,12,31,0.523494860499261,367.82,1,853600,3,7501
8,1,0,4,27,67,0.482378854625545,345.56,1,809600,1,4388
5,0,0.02,2,26,60,0.110132158590306,375.24,1,1193866.66666667,3,7531
9,1,0.24,2,5,33,0.516152716593241,344.5,1,880000,2,7083
8,1,0.21,2,32,131,0.298825256975025,349.8,0,985600,3,2776
8,0,0.42,2,9,21,0.342878120411152,343.44,1,1038400,3,2068
6,0,0.03,2,26,92,0.171071953010269,382.66,1,1082400,4,12231
10,1,0.37,5,26,99,0.640969162995595,341.32,1,862400,2,10920
11,0,0.45,2,20,49,0.489720998531565,316.94,1,959200,3,4372
9,0,0.53,3,29,58,0.714390602055801,347.68,1,853600,3,12239
12,0,0.54,3,13,32,0.729074889867841,328.6,1,880000,3,8765
7,1,0.01,2,9,25,0.523494860499261,360.4,1,871200,4,640
10,0,0.5,2,20,83,0.668869309838468,359.34,1,809600,2,1085
12,0,0.58,2,3,8,0.74375917767988,330.72,1,792000,3,2796
10,1,0.24,2,19,58,0.677679882525694,363.58,1,888800,2,5151
8,1,0.7,2,15,37,0.501468428781202,349.8,1,932800,2,7717
10,0,0.51,2,14,19,0.445668135095438,362.52,1,1047200,3,7314
10,0,0.42,2,21,88,0.668869309838468,341.32,1,809600,2,11335
10,0,0.63,3,10,30,0.508810572687221,349.8,1,1038400,3,3
7,1,0.06,1,8,33,0.523494860499261,360.4,1,853600,3,8094
8,1,0.06,2,14,56,0.535242290748898,349.8,0,818400,1,2009
10,0,0.49,5,11,24,0.494126284875182,342.38,1,1161600,4,7894
9,1,0.26,2,5,35,0.457415565345074,344.5,0,844800,2,7325
8,1,0.03,2,4,8,0.486784140969162,375.24,0,844800,1,3727
6,0,0.21,2,10,23,0.500734214390595,372.06,1,809600,2,789
8,1,0.24,3,4,7,0.536710719530095,357.22,1,871200,2,8073
9,1,0,2,24,55,0.552863436123348,349.8,1,932800,3,10877
7,0,0.02,2,18,42,0.406020558002936,362.52,1,888800,2,5712
8,1,0.49,3,25,81,0.466226138032308,361.46,1,1091200,3,9997
10,0,0.43,3,5,22,0.523494860499261,336.02,1,1056000,3,9799
8,1,0.06,2,15,111,0.464757709251094,346.62,0,809600,2,12486
8,1,0.28,2,13,38,0.494126284875182,349.8,1,836000,3,11247
7,0,0.19,2,18,47,0.251835535976503,359.34,1,1091200,3,8895
7,1,0.02,2,10,20,0.332599118942729,352.98,1,836000,2,8391
9,1,0.26,3,24,143,0.573421439060194,343.44,1,836000,2,5084
8,1,0,2,6,12,0.412628487518349,360.4,1,880000,2,6389
9,0,0.4,4,10,24,0.397944199706309,342.38,1,1038400,3,3972
9,0,0.4,3,7,20,0.397944199706309,347.68,1,1047200,3,4023
10,1,0.34,2,21,84,0.582232011747428,345.56,1,880000,3,3633
11,0,0.39,3,28,46,0.607195301027898,336.02,1,985600,3,6432
12,0,0.5,2,6,14,0.582232011747428,331.78,1,888800,1,1153
8,0,0.31,2,15,29,0.256240822320112,347.68,1,1126400,3,8607
7,0,0.07,2,40,46,0,358.28,0,1117600,3,8158
7,0,0.08,2,40,61,0.425110132158592,348.74,1,818400,2,5645
5,0,0.02,1,17,46,0.110132158590306,397.5,1,1196800,3,8636
8,1,0.61,2,13,90,0.530837004405281,319.06,1,792000,2,11033
12,0,0.49,4,26,55,0.611600587371507,321.18,1,959200,2,3301
10,0,0.47,2,17,37,0.406020558002936,336.02,1,897600,3,11419
8,0,0.29,2,27,65,0.503671071952998,350.86,1,836000,2,7217
6,0,0,2,18,94,0.391336270190888,379.48,1,1012000,3,11045
7,1,0.08,2,42,61,0.361233480176202,363.58,0,871200,2,7896
7,0,0.29,2,31,47,0.485315712187948,363.58,1,836000,2,3083
7,1,0.09,2,10,37,0.446402349486045,362.52,1,968000,2,9870
7,1,0,2,21,28,0.556534508076358,381.6,1,950400,3,1614
10,0,0.52,2,12,24,0.403083700440524,342.38,1,1038400,3,3773
7,1,0.07,3,16,26,0.497797356828192,373.12,1,862400,2,7449
13,0,0.72,3,17,65,0.684287812041115,340.26,1,968000,2,10669
8,1,0.55,2,27,129,0.475770925110132,340.26,1,827200,2,2771
8,0,0.21,2,21,65,0.453744493392064,358.28,0,809600,2,2498
7,1,0.01,2,27,85,0.523494860499261,352.98,1,792000,3,6881
10,0,0.46,2,6,12,0.373715124816445,332.84,0,985600,4,598
6,1,0,2,5,12,0.482378854625545,367.82,0,853600,2,10341
9,0,0.47,2,20,37,0.486784140969162,344.5,1,924000,2,10204
8,0,0.3,2,6,12,0.428046989720995,349.8,1,862400,2,8014
9,0,0.46,2,7,15,0.282672540381788,340.26,1,1100000,4,3332
9,1,0.1,3,11,22,0.685022026431714,350.86,1,844800,2,903
7,0,0.36,2,21,65,0.516152716593241,381.6,1,818400,3,780
13,0,0.55,2,22,38,0.707048458149781,328.6,1,915200,3,12058
8,1,0.02,3,14,18,0.552863436123348,362.52,1,836000,3,2405
8,1,0.26,2,23,81,0.423641703377378,345.56,1,862400,2,6037
7,1,0.07,2,6,20,0.439794419970632,346.62,1,844800,2,5738
8,0,0.51,2,12,24,0.538179148311301,322.24,1,809600,2,41
12,0,0.54,2,5,21,0.709985315712184,343.44,1,994400,3,1445
7,1,0,3,15,39,0.256240822320112,364.64,1,1126400,4,851
8,0,0.37,2,23,35,0.354625550660789,346.62,1,1091200,4,9217
8,1,0,3,25,44,0.464023494860495,356.16,1,924000,3,5904
8,1,0.24,2,10,86,0.486784140969162,342.38,1,818400,2,5764
6,0,0.24,2,18,45,0.500734214390595,359.34,1,836000,3,1191
8,0,0.68,7,37.5,82,0.571953010279005,319.06,1,924000,2,8947
8,1,0.1,3,12,26,0.567547723935388,362.52,1,1012000,4,7753
7,1,0.26,2,31,69,0.410425844346544,374.18,1,950400,3,11118
11,1,0.67,2,6,13,0.530837004405281,347.68,1,976800,2,2329
6,1,0.01,2,17,59,0.459618208516879,379.48,1,959200,3,6048
16,1,0.44,2,35,67,0.77312775330396,309.52,2,853600,2,10512
8,0,0.42,2,9,20,0.381057268722465,346.62,1,1038400,4,7594
8,1,0.11,3,5,13,0.611600587371507,341.32,1,836000,2,5735
7,1,0.04,2,19,35,0.380323054331858,359.34,1,959200,3,3682
11,0,0.47,3,21,78,0.611600587371507,330.72,1,880000,3,5029
8,1,0.24,3,17,108,0.497797356828192,346.62,1,836000,2,4429
9,0,0.4,3,16,68,0.524963289280475,325.42,1,827200,2,12373
12,1,0.49,3,4,8,0.77312775330396,330.72,1,941600,3,6213
7,0,0.33,2,12,29,0.461820851688691,343.44,1,862400,4,2882
7,0,0.26,2,3,28,0.441997063142428,342.38,0,888800,3,9598
8,0,0.36,2,6,17,0.331130690161515,355.1,1,1117600,4,1152
6,1,0.15,4,13,31,0.414831130690161,379.48,1,994400,2,12141
8,0,0.3,2,32,66,0.516152716593241,360.4,1,792000,2,10434
7,0,0.49,2,23,65,0.332599118942729,360.4,1,1135200,3,415
7,1,0.08,4,27,126,0.485315712187948,351.92,1,818400,2,11128
8,0,0.31,2,15,74,0.521292217327465,352.98,1,818400,2,4766
9,1,0.14,3,17,36,0.646842878120401,350.86,1,853600,3,185
9,0,0.39,2,3,9,0.370778267254042,346.62,1,1082400,4,7903
10,0,0.54,3,15,40,0.508810572687221,362.52,1,1056000,4,2377
8,0,0.49,4,17,127,0.599853157121879,373.12,1,924000,2,2421
7,1,0.04,3,13,20,0.389867841409682,365.7,0,1117600,4,1531
11,1,0.43,2,26,52,0.670337738619674,341.32,1,809600,2,599
7,1,0.03,2,14,88,0.541850220264311,368.88,1,853600,2,8169
9,1,0.18,3,25,130,0.595447870778262,343.44,1,853600,2,6062
10,1,0.22,3,20,47,0.629955947136565,333.9,1,827200,2,1399
12,0,0.51,2,6,14,0.589574155653448,336.02,1,871200,1,7409
8,0,0.42,2,9,23,0.538179148311301,341.32,1,836000,3,2221
8,0,0.41,2,4,10,0.302496328928043,341.32,1,1047200,4,4069
8,1,0.42,2,5,13,0.395741556534505,364.64,1,836000,2,9527
7,1,0.03,2,7,15,0.450073421439055,384.78,1,915200,3,9683
6,0,0.09,2,18,25,0.353157121879575,379.48,1,888800,2,4068
9,1,0,3,13,31,0.71145374449339,350.86,1,827200,2,9825
8,1,0.27,3,12,37,0.476505139500731,338.14,1,924000,2,2378
7,0,0.33,2,12,29,0.461820851688691,348.74,1,844800,3,11470
10,1,0.48,2,5,14,0.596916299559467,339.2,1,836000,2,10417
9,0,0.54,2,5,9,0.347283406754769,331.78,1,1082400,3,11477
8,1,0.56,2,3,9,0.406020558002936,327.54,1,818400,2,11583
10,0,0.46,2,6,16,0.563142437591771,330.72,1,959200,2,3114
10,0,0.24,3,10,88,0.596916299559467,345.56,1,827200,2,1010
8,0,0.38,2,41,55,0.435389133627015,351.92,1,827200,2,9107
11,0,0.49,3,34,72,0.552863436123348,349.8,1,1012000,2,9600
7,1,0,2,50,59,0.552863436123348,379.48,1,941600,3,5098
8,0,0.37,2,8,22,0.331130690161515,359.34,1,985600,4,11172
6,1,0.06,2,41,61,0.459618208516879,358.28,1,906400,3,12428
7,0,0.32,2,15,53,0.552863436123348,378.42,1,906400,3,6652
10,0,0.57,1,17,43,0.604258443465487,334.96,1,836000,2,4591
9,1,0.22,2,9,21,0.494126284875182,346.62,1,844800,1,4589
5,1,0,1,15,23,0.244493392070475,425.06,1,1100000,2,5747
5,1,0.19,2,8,22,0.413362701908955,371,1,968000,1,11273
10,0,0.37,2,17,43,0.406020558002936,324.36,1,985600,3,8950
9,1,0.14,3,4,14,0.534508076358291,341.32,1,915200,2,8826
8,1,0.29,2,15,38,0.611600587371507,368.88,1,818400,3,1595
8,1,0.03,2,4,11,0.430249632892799,356.16,0,1020800,2,7321
8,1,0.06,2,9,35,0.523494860499261,357.22,0,827200,2,10431
6,0,0.39,1,6,32,0.331864904552122,354.04,1,994400,3,6176
7,1,0.07,3,17,99,0.501468428781202,349.8,1,827200,2,6315
7,1,0.02,4,32,90,0.508810572687221,351.92,1,844800,3,4415
8,1,0.06,2,19,42,0.279001468428778,372.06,1,1020800,4,10967
7,1,0.06,2,12,54,0.409691629955946,372.06,1,968000,1,5341
12,0,0.69,3,10,43,0.699706314243761,329.66,1,897600,2,6466
6,1,0.02,4,5,10,0.491923641703377,366.76,0,827200,1,1236
7,1,0,2,11,26,0.604258443465487,389.02,1,880000,2,7741
12,0,0.49,2,3,8,0.729074889867841,340.26,0,809600,3,4705
8,0,0.4,2,38,145,0.425110132158592,340.26,1,932800,2,5082
7,1,0,2,9,22,0.332599118942729,352.98,1,959200,3,10676
7,1,0.02,3,37,77.5,0.604258443465487,389.02,1,836000,2,8341
8,1,0.24,2,5,12,0.534508076358291,357.22,1,950400,3,3202
8,1,0.09,2,11,22,0.545521292217329,357.22,1,836000,3,3744
8,0,0.23,2,13,30,0.424375917767985,337.08,1,862400,4,3570
7,0,0.04,2,40,44,0.479441997063142,362.52,1,932800,3,3300
9,1,0.49,3,17,34,0.579295154185025,354.04,1,1100000,3,4703
12,0,0.49,2,3,8,0.589574155653448,327.54,1,871200,2,331
6,1,0.21,2,14,47,0.406020558002936,379.48,1,875600,2,5249
8,1,0.33,2,24,144,0.538179148311301,344.5,1,844800,2,7226
7,1,0.08,4,14,31,0.300293685756239,349.8,1,994400,2,11333
7,1,0,2,32,64,0.406020558002936,374.18,1,1012000,5,3579
8,1,0.26,2,31,141,0.494126284875182,344.5,1,827200,2,8591
7,0,0,1,25,67,0.403083700440524,359.34,1,1029600,4,3830
8,0,0.42,2,9,22,0.437591776798819,351.92,1,968000,3,8520
11,0,0.43,2,6,16,0.582232011747428,350.86,1,827200,3,9496
13,0,0.54,3,10,26,0.684287812041115,321.18,1,950400,3,2365
11,0,0.56,2,3,8,0.370778267254042,347.68,1,1012000,3,6040
7,0,0.29,2,19,42,0.437591776798819,363.58,1,932800,2,8457
11,1,0.49,3,4,8,0.571953010279005,337.08,1,968000,2,397
7,1,0.3,6,19,106,0.522026431718055,334.96,1,827200,2,9342
8,1,0,2,6,9,0.486784140969162,354.04,1,836000,3,7396
10,1,0.1,3,11,48,0.802496328928039,334.96,1,853600,2,6893
7,0,0.44,2,7,11,0.420704845814975,352.98,1,968000,4,1907
6,1,0,2,26,60,0.310572687224662,372.06,0,985600,3,8092
9,1,0.24,3,13,38,0.611600587371507,345.56,1,932800,2,9646
9,1,0.26,2,4,23,0.626284875183555,354.04,1,827200,3,12220
8,1,0.03,2,25,99,0.444933920704839,359.34,0,862400,1,11450
7,0,0.43,3,18,80,0.357562408223192,328.6,1,1126400,4,5289
8,1,0.05,2,12,39,0.497797356828192,355.1,0,818400,1,11747
5,0,0.02,2,36,92,0.107929515418493,369.94,1,1232000,4,6464
6,1,0,2,9,17,0.426578560939781,377.36,1,950400,3,11737
7,0,0.28,3,36,109,0.468428781204104,356.16,1,968000,3,9973
8,0,0.6,3,5,10,0.388399412628485,344.5,1,1012000,3,11232
12,1,0.49,3,28,62,0.685022026431714,332.84,1,880000,2,2060
7,1,0.12,2,13,28,0.428046989720995,349.8,1,862400,2,2832
6,1,0.21,4,7,22,0.425110132158592,356.16,1,968000,1,11213
7,0,0.25,2,4,45,0.251835535976503,352.98,1,1091200,2,6545
8,0,0.63,3,3,9,0.495594713656387,327.54,1,1073600,3,11796
10,0,0.64,2,10,41,0.596916299559467,345.56,1,924000,2,3203
9,0,0.36,3,6,15,0.473568281938328,344.5,1,985600,3,6934
9,1,0.26,2,7,60,0.599853157121879,355.1,1,924000,2,412
7,1,0.09,2,4,11,0.334067547723935,349.8,0,924000,1,10117
8,0,0.46,2,6,10,0.257709251101309,358.28,1,1100000,3,629
8,0,0.31,2,8,44,0.434654919236408,341.32,1,844800,2,6859
5,0,0.27,2,21,51,0.128487518355355,390.08,1,1135200,4,4001
8,1,0.19,2,27,94,0.435389133627015,359.34,1,836000,3,6372
9,0,0.49,2,23,67,0.458883994126288,345.56,1,976800,4,456
8,1,0.22,2,13,81,0.535242290748898,343.44,1,827200,3,1857
12,1,0.66,8,36,121,0.75844346549192,349.8,1,818400,2,10549
7,1,0.26,2,16,112,0.425110132158592,344.5,1,897600,3,11313
9,0,0.45,2,34,85,0.567547723935388,326.48,1,924000,2,11874
7,1,0.26,2,28,65,0.458883994126288,362.52,1,1012000,3,7276
9,1,0.49,3,17,53,0.552863436123348,350.86,1,924000,2,6954
8,1,0.32,3,15,46,0.552863436123348,359.34,1,880000,3,6438
10,1,0.27,2,22,52,0.567547723935388,334.96,1,844800,2,1726
10,0,0.42,2,5,12,0.414831130690161,324.36,1,897600,5,6339
12,0,0.66,2,6,22,0.674008810572684,338.14,1,906400,1,7224
5,1,0.09,2,7,19,0.244493392070475,358.28,1,924000,3,6440
10,1,0.11,2,19,32,0.569016152716594,337.08,1,844800,2,1349
9,0,0.46,4,15,40,0.611600587371507,350.86,1,809600,2,3364
7,1,0.33,2,9,64,0.473568281938328,354.04,1,818400,2,4233
7,0,0.15,2,8,35,0.442731277533035,359.34,0,809600,3,2105
7,0,0.34,2,9,47,0.530837004405281,366.76,1,959200,3,10869
7,1,0.18,5,27,94,0.535242290748898,352.98,0,871200,3,12363
6,0,0.4,2,40.5,100,0.256975036710718,351.92,1,1082400,3,10838
6,0,0.08,2,19,31,0.184287812041103,381.6,1,1073600,3,12374
7,0,0.07,2,40,89,0.464757709251094,339.2,1,809600,2,1837
12,0,0.44,2,19,41,0.534508076358291,320.12,1,871200,3,620
10,1,0.27,2,30,151,0.685022026431714,337.08,1,800800,2,11505
9,1,0.14,2,9,31,0.567547723935388,343.44,1,836000,2,1237
7,1,0.05,4,14,27,0.475770925110132,373.12,1,941600,4,5915
8,0,0.48,3,14,33,0.573421439060194,350.86,1,976800,3,12342
7,1,0.09,2,15,64,0.420704845814975,341.32,1,836000,3,1212
8,0,0.53,2,6,26,0.494126284875182,356.16,1,888800,2,3700
9,1,0.49,2,33,134,0.516152716593241,322.24,1,862400,2,5083
10,0,0.5,2,6,24,0.582232011747428,342.38,1,862400,3,12365
8,0,0.32,2,7,35,0.285609397944199,352.98,1,1003200,3,6645
7,0,0.2,2,9,23,0.494126284875182,361.46,1,844800,3,3313
10,0,0.5,2,19,83,0.596916299559467,347.68,1,809600,3,5097
6,0,0.16,1,8,14,0.156387665198229,359.34,0,1126400,2,9421
8,0,0.31,2,13,36,0.248898678414092,347.68,1,1082400,3,1969
9,1,0.49,2,23,144,0.567547723935388,342.38,1,818400,2,4060
10,1,0.32,3,22,56,0.655653450807642,347.68,1,941600,3,11940
9,0,0.4,2,15,40,0.298825256975025,343.44,1,1073600,3,3678
6,0,0.39,1,8,19,0.156387665198229,352.98,1,1126400,5,12478
10,0,0.53,3,5,20,0.640969162995595,345.56,1,985600,2,4555
15,1,0.49,3,5,37,0.685022026431714,319.06,1,950400,2,4918
7,1,0.13,2,12,35,0.494126284875182,365.7,1,836000,3,3365
8,1,0.24,2,15,81,0.444199706314248,333.9,0,836000,2,6364
7,0,0.33,2,13,87,0.582966226138035,372.06,1,836000,3,5444
8,1,0,3,11,26,0.494126284875182,352.98,1,906400,2,5670
9,0,0.34,4,8,18,0.445668135095438,349.8,1,915200,2,2183
10,0,0.45,2,6,9,0.455947136563869,340.26,1,1003200,3,1056
7,0,0.15,2,22,43,0.403083700440524,351.92,1,836000,2,9204
12,0,0.66,8,13,32,0.611600587371507,318,1,1056000,4,199
10,0,0.38,2,10,36,0.463289280469889,339.2,1,1056000,3,12338
7,1,0.07,2,5,20,0.332599118942729,349.8,1,985600,2,7929
5,0,0.5,2,6,19,0.171071953010269,390.08,1,1073600,3,10369
10,0,0.49,2,5,9,0.386930983847279,352.98,1,1003200,3,346
8,1,0.02,3,15,26,0.464023494860495,356.16,1,906400,4,3642
7,1,0,2,3,13,0.510279001468427,355.1,1,853600,3,3009
10,0,0.46,2,6,10,0.400146842878121,332.84,1,915200,4,11674
7,1,0.04,2,6,15,0.367841409691623,356.16,1,888800,3,2261
8,1,0.02,3,15,33,0.538179148311301,358.28,1,844800,3,3356
9,0,0.49,2,21,59,0.452276064610859,337.08,1,915200,2,1667
8,0,0.1,2,6,16,0.435389133627015,347.68,1,906400,1,4008
7,1,0.23,2,16,65,0.494126284875182,354.04,1,827200,2,560
9,0,0.48,2,39,106,0.567547723935388,332.84,1,950400,2,5403
10,1,0.24,2,13,32,0.538179148311301,337.08,1,897600,2,3306
7,1,0,2,34,63,0.355359765051396,373.12,1,968000,3,3186
8,0,0.31,2,4,15,0.582232011747428,359.34,1,924000,2,1315
12,0,0.52,4,35,67,0.589574155653448,349.8,1,888800,3,3600
7,1,0.05,2,19,49,0.506607929515417,358.28,1,871200,2,10445
10,1,0.11,2,6,31,0.714390602055801,338.14,1,968000,2,5391
8,1,0.03,2,4,8,0.301762114537436,358.28,0,1003200,3,6429
8,0,0.36,2,21,60,0.596916299559467,354.04,1,924000,2,6698
8,1,0.24,2,10,41,0.589574155653448,362.52,1,809600,3,2596
6,1,0,2,6,16,0.360499265785603,368.88,1,932800,2,8635
8,1,0.02,2,10,14,0.430249632892799,320.12,1,915200,3,9834
9,1,0.39,2,5,15,0.582232011747428,350.86,1,924000,2,2930
9,0,0.37,3,6,16,0.361967694566808,349.8,1,1232000,4,9841
12,0,0.49,2,5,18,0.640969162995595,315.88,1,897600,2,7602
8,1,0.1,3,17,40,0.567547723935388,350.86,1,818400,3,3977
8,0,0.68,7,26,91,0.570484581497791,319.06,1,924000,3,4715
9,1,0.11,2,25,66,0.508076358296614,337.08,1,862400,2,11908
9,1,0.49,2,23,144,0.567547723935388,343.44,1,800800,2,1819
6,1,0,2,5,31,0.341409691629955,371,0,1117600,3,8015
6,1,0.08,4,9,29,0.494126284875182,366.76,1,827200,2,9836
8,1,0,2,30,48,0.267254038179141,368.88,1,1082400,4,9862
9,0,0.49,2,23,121,0.516152716593241,320.12,1,809600,2,11149
12,0,0.59,2,23,66,0.608663729809104,309.52,0,800800,2,1559
9,0,0.36,2,13,19,0.552863436123348,350.86,0,827200,2,8975
8,1,0.22,2,12,20,0.545521292217329,337.08,1,827200,2,2213
8,1,0.2,2,11,65,0.494126284875182,338.14,1,827200,2,1660
10,0,0.52,7,38,76,0.941262848751841,361.46,1,836000,3,11612
12,0,0.55,3,33,67,0.74375917767988,351.92,1,1012000,4,928
9,1,0.05,2,26,96,0.611600587371507,358.28,1,814000,2,11582
8,0,0.43,2,29,67,0.538179148311301,352.98,1,827200,2,555
7,1,0,2,13,38,0.490455212922172,362.52,1,809600,2,11695
7,0,0.07,2,18,43,0.403083700440524,348.74,1,880000,2,9
9,0,0.44,2,7,18,0.626284875183555,375.24,1,880000,2,11318
13,0,0.55,3,5,47,0.670337738619674,340.26,1,932800,2,7125
8,0,0.33,2,15,143,0.494126284875182,334.96,1,862400,2,10878
13,0,0.49,6,17,43,0.964023494860508,349.8,1,1117600,2,10485
7,1,0.14,2,15,20,0.488252569750367,369.94,1,809600,2,5828
